brands,brands_tags,carbohydrates_100g,cholesterol_100g,code,creator,demo_cat,energy_100g,fat_100g,fiber_100g,hos,image_url,product_name,proteins_100g,serving_size,sodium_100g,sugars_100g
"I Can'T Believe It's Not Butter,  Lipton","i-can-t-believe-it-s-not-butter,lipton",0.0,0.0,N40600345125,usda-ndb-import,vegetable oil spread,1795.0,42.86,0.0,0,,"I Can'T Believe It's Not Butter 45% Vegetable Oil Spread, Original",0.0,14 g (1 Tbsp),0.643,0.0
Sabra Dipping Company Llc,sabra-dipping-company-llc,3.51,0.035,N40822062305,usda-ndb-import,roasted turkey breast,368.0,0.88,0.0,0,,"Sabra Dipping Company Llc Tirat Zvi, Thinnies Oven Roasted Turkey Breast",15.79,57 g (5 SLICES),0.982,0.0
Sabra Dipping Company Llc,sabra-dipping-company-llc,3.51,0.035,N40822062374,usda-ndb-import,smoked turkey breast,368.0,0.88,0.0,0,,Sabra Dipping Company Llc Smoked Turkey Breast,15.79,57 g (5 SLICES),0.982,0.0
"Wish-Bone,  Lipton","wish-bone,lipton",13.33,0.017,N41000005633,usda-ndb-import,thousand island dressing,837.0,16.67,0.0,0,,"Wish-Bone Thousand Island Dressing, Light",0.0,30 ml (2 Tbsp),0.9,10.0
Classico,classico,6.4,0.0,N41129634608,usda-ndb-import,marinara pasta sauce,268.0,3.2,1.6,0,,Classico Riserva Marinara Pasta Sauce,1.6,125 g (0.5 cup),0.336,4.0
Culinary Circle,culinary-circle,8.57,0.006,N41130382796,usda-ndb-import,chili with beans,289.0,1.63,2.0,0,,Culinary Circle White Chicken Chili With Beans Soup,4.9,245 g (1 cup),0.608,1.63
"Jewel,  West Coast Grocery Company","jewel,west-coast-grocery-company",64.29,,N41144753223,usda-ndb-import,cookies chocolate chip,2092.0,25.0,0.0,0,,"Jewel Bake Shop, Cookies, Chocolate Chip",7.14,14 g (1 COOKIE),0.5,35.71
Albertson's,albertson-s,28.79,0.038,N41163458918,usda-ndb-import,peanut butter cup,1013.0,13.64,0.0,0,,"Albertson's Ice Cream, Peanut Butter Cup",4.55,66 g (0.5 cup),0.091,21.21
Shoprite,shoprite,0.0,0.045,N41190030248,usda-ndb-import,albacore tuna in,448.0,1.79,0.0,0,,Shoprite Solid White Albacore Tuna In Water,23.21,56 g (2 oz),0.321,0.0
"Shoprite,  Wakefern Food Corporation","shoprite,wakefern-food-corporation",75.0,0.0,N41190046508,usda-ndb-import,chewy granola bars,1745.0,10.42,4.2,0,,"Shoprite Chewy Granola Bars, Peanut Butter Chocolate Chip",8.33,24 g (1 BAR),0.33299999999999996,29.17
Shoprite,shoprite,50.0,0.038,N41190048175,usda-ndb-import,cookies chocolate chip,2251.0,30.77,3.8,0,,"Shoprite Pecan Cookies, Chocolate Chip",3.85,26 g (26 g),0.462,34.62
"Jays,  Jays Foods Inc.","jays,jays-foods-inc",60.15,0.0,N41200098992,usda-ndb-import,cooked potato chips,1966.0,22.56,3.8,0,,"Jays Krunchers!, Kettle Cooked Potato Chips, Mesquite Bbq",5.64,53.2 g (1 PACKAGE),0.62,5.64
H-E-B,h-e-b,42.25,0.006999999999999999,N41220830541,usda-ndb-import,ice cream sandwiches,824.0,2.82,4.2,0,,H-E-B Low Fat Ice Cream Sandwiches,4.23,71 g (1 SANDWICH),0.12,22.54
"Central Market,  Central Market H-E-B","central-market,central-market-h-e-b",7.96,0.0,N41220927227,usda-ndb-import,marinara pasta sauce,184.0,0.88,0.9,0,,"Central Market H-E-B, Organics, Organics Marinara Pasta Sauce",1.77,113 g (0.5 cup),0.354,6.19
H-E-B,h-e-b,7.96,0.0,N41220987269,usda-ndb-import,marinara pasta sauce,259.0,3.54,1.8,0,,"H-E-B Organics, Marinara Pasta Sauce",0.88,113 g (0.5 cup),0.442,2.65
Meijer,meijer,53.57,0.0,N41250040453,usda-ndb-import,potato chips original,2389.0,35.71,3.6,0,,"Meijer Classic Potato Chips, Original",3.57,28 g (1 oz),0.48200000000000004,3.57
Wise,wise,50.0,0.0,N41262281479,usda-ndb-import,chips salt vinegar,2243.0,35.71,3.6,0,,"Wise Potato Chips, Salt & Vinegar",7.14,28 g (1 oz),1.036,0.0
"Kettle,  Wise","kettle,wise",53.57,0.0,N41262282551,usda-ndb-import,cooked potato chips,2243.0,32.14,3.6,0,,Kettle Cooked Potato Chips,7.14,28 g (13 CHIPS),0.643,3.57
"Hannaford,  Hannaford Bros. Co.","hannaford,hannaford-bros-co",60.71,0.0,N41268161836,usda-ndb-import,chips salt vinegar,1941.0,25.0,3.6,0,,"Hannaford Kettle Cooked Potato Chips, Salt & Vinegar",3.57,28 g (13 CHIPS | ABOUT),0.929,3.57
"Hannaford,  Hannaford Bros. Co.","hannaford,hannaford-bros-co",50.0,0.0,N41268191680,usda-ndb-import,wavy potato chips,2243.0,35.71,3.6,0,,Hannaford Wavy Potato Chips,7.14,28 g (12 CHIPS),0.5710000000000001,0.0
Hannaford Bros. Co.,hannaford-bros-co,31.97,0.006999999999999999,N41268194018,usda-ndb-import,thin crust pizza,1109.0,12.24,1.4,0,,Hannaford Bros. Co. Crispy Thin Crust Pizza,8.16,147 g (1 PIZZA),0.531,2.04
Hannaford,hannaford,0.0,0.0,N41268195367,usda-ndb-import,vegetable oil spread,1795.0,50.0,0.0,0,,Hannaford Vegetable Oil Spread,0.0,14 g (1 Tbsp),0.7859999999999999,0.0
Hannaford Bros. Co.,hannaford-bros-co,46.43,0.027000000000000003,N41268195770,usda-ndb-import,ice cream sandwiches,1197.0,10.71,1.8,0,,Hannaford Bros. Co. Ice Cream Sandwiches,3.57,56 g (1 SANDWICH),0.214,23.21
Hannaford Bros. Co.,hannaford-bros-co,46.67,0.008,N41268195824,usda-ndb-import,ice cream sandwiches,975.0,4.17,1.7,0,,Hannaford Bros. Co. Ice Cream Sandwiches,3.33,60 g (1 SANDWICH),0.20800000000000002,23.33
Hannaford Bros. Co.,hannaford-bros-co,27.78,0.024,N41268197583,usda-ndb-import,thin crust pizza,996.0,10.32,1.6,0,,Hannaford Bros. Co. Thin Crust Pizza,10.32,126 g (0.2 PIZZA),0.5,2.38
"Hannaford,  Hannaford Bros. Co.","hannaford,hannaford-bros-co",21.43,0.0,N41268199464,usda-ndb-import,dry roasted peanuts,2389.0,50.0,7.1,0,,Hannaford Dry Roasted Peanuts,25.0,28 g (40 PIECES | ABOUT),0.0,3.57
Hannaford Bros. Co.,hannaford-bros-co,17.86,0.0,N41268199570,usda-ndb-import,roasted salted almonds,2540.0,53.57,10.7,0,,Hannaford Bros. Co. Roasted & Salted Almonds,21.43,28 g (26 PIECES | ABOUT),0.429,3.57
"Palmer,  R.M. Palmer Co.","palmer,r-m-palmer-co",58.82,0.0,N41269206000,usda-ndb-import,peanut butter cups,2339.0,32.35,2.9,0,,Palmer Peanut Butter Cups,5.88,34 g (3 PIECES),0.132,55.88
"Palmer,  R.M. Palmer Co.","palmer,r-m-palmer-co",58.82,0.0,N41269604028,usda-ndb-import,peanut butter cups,2339.0,32.35,2.9,0,,Palmer Peanut Butter Cups,5.88,34 g (3 PIECES),0.132,55.88
"Iga,  Iga  Inc.","iga,iga-inc",75.0,0.0,N41270013482,usda-ndb-import,chewy granola bars,1745.0,12.5,4.2,0,,"Iga Chewy Granola Bars, Chocolate Chip",4.17,24 g (1 BAR),0.312,29.17
Piggly Wiggly,piggly-wiggly,60.0,0.0,N41290051396,usda-ndb-import,baked snack crackers,2092.0,26.67,3.3,0,,Piggly Wiggly Cheese Baked Snack Crackers,10.0,30 g (28 CRACKERS),0.767,0.0
Essential Everyday,essential-everyday,66.67,0.0,N41303001356,usda-ndb-import,crunchy peanut butter,1891.0,16.67,4.8,0,,"Essential Everyday Crunchy Peanut Butter Granola Bars, Peanut Butter",11.9,42 g (42 g),0.429,26.19
"Essential Everyday,  Supervalu  Inc.","essential-everyday,supervalu-inc",5.0,0.1,N41303006351,usda-ndb-import,cream cheese spread,1464.0,35.0,0.0,0,,Essential Everyday Whipped Cream Cheese Spread,5.0,20 g (2 Tbsp),0.325,5.0
"Essential Everyday,  Supervalu  Inc.","essential-everyday,supervalu-inc",12.15,0.012,N41303016114,usda-ndb-import,chili with beans,423.0,3.64,2.8,0,,Essential Everyday Chili With Beans,5.26,247 g (1 cup),0.364,1.21
Essential Everyday,essential-everyday,12.15,0.018000000000000002,N41303046548,usda-ndb-import,chili with beans,339.0,1.01,2.4,0,,Essential Everyday Turkey Chili With Beans,6.07,247 g (1 cup),0.243,2.43
"Essential Everyday,  Supervalu  Inc.","essential-everyday,supervalu-inc",67.5,0.0,N41303059715,usda-ndb-import,steel cut oats,1569.0,6.25,10.0,0,,Essential Everyday Quick Cook Steel Cut Oats,12.5,40 g (0.25 cup),0.0,2.5
Schnucks,schnucks,1.79,0.08,N41318050301,usda-ndb-import,chunk light tuna,448.0,0.0,0.0,0,,Schnucks Chunk Light Tuna In Water,25.0,56 g (2 oz),0.39299999999999996,0.0
Schnucks,schnucks,17.7,0.0,N41318050356,usda-ndb-import,refried black beans,406.0,0.0,4.4,0,,Schnucks Refried Black Beans,6.19,113 g (0.5 cup),0.257,0.0
Culinaria,culinaria,8.0,0.0,N41318190120,usda-ndb-import,marinara pasta sauce,201.0,0.8,1.6,0,,Culinaria Cabernet Marinara Pasta Sauce,1.6,125 g (0.5 cup),0.376,4.8
"Culinaria,  Schnuck Markets  Inc.","culinaria,schnuck-markets-inc",51.61,0.016,N41318221121,usda-ndb-import,peanut butter cup,2293.0,35.48,3.2,0,,"Culinaria Milk Chocolate, Peanut Butter Cup",9.68,31 g (31 GRM),0.145,45.16
Schnucks,schnucks,67.74,0.0,N41318241044,usda-ndb-import,baked snack crackers,1753.0,19.35,9.7,0,,Schnucks Baked Snack Crackers,9.68,31 g (31 g),0.645,0.0
Pinnacle Foods Group Llc,pinnacle-foods-group-llc,13.73,0.008,N41321241598,usda-ndb-import,chili with beans,393.0,1.37,3.1,0,,Pinnacle Foods Group Llc Turkey Chili With Beans,7.45,255 g (1 cup),0.365,0.78
Farm Rich,farm-rich,5.88,0.053,N41322557735,usda-ndb-import,italian style meatballs,1280.0,24.71,2.4,0,,Farm Rich Italian Style Meatballs,14.12,85 g (3 oz),0.612,1.18
Goya,goya,10.94,0.0,N41331029797,usda-ndb-import,refried black beans,326.0,2.34,3.1,0,,Goya Refried Black Beans,3.91,128 g (0.5 cup),0.42200000000000004,0.0
Ittibitz,ittibitz,26.51,0.048,N41483035110,usda-ndb-import,chocolate chip cookie,1008.0,14.46,0.0,0,,"Ittibitz Ice Cream, Chocolate Chip Cookie Dough",3.61,83 g (83 g),0.07200000000000001,16.87
Kemps,kemps,30.77,0.015,N41483038630,usda-ndb-import,peanut butter cup,837.0,6.92,0.0,0,,"Kemps Smooth & Creamy Frozen Yogurt, Chocolate Peanut Butter Cup",4.62,65 g (0.5 cup),0.10800000000000001,23.08
"Kemps,  Kemps Llc","kemps,kemps-llc",46.67,0.025,N41483041104,usda-ndb-import,ice cream sandwiches,1184.0,8.33,1.7,0,,"Kemps Ice Cream Sandwiches, Rainbow Candy",3.33,60 g (1 SANDWICH),0.225,26.67
Weis Markets  Inc.,weis-markets-inc,41.86,0.0,N41497000944,usda-ndb-import,whole grain bread,1071.0,4.65,7.0,0,,Weis Markets  Inc. Whole Grain Bread,11.63,"43 g (1 SLICE, PER CONTAINER)",0.419,6.98
Weis Quality,weis-quality,57.14,0.0,N41497004461,usda-ndb-import,wavy potato chips,2092.0,28.57,3.6,0,,Weis Quality Wavy Potato Chips,7.14,28 g (13 CHIPS | ABOUT),0.9640000000000001,3.57
Weis,weis,30.3,0.03,N41497012442,usda-ndb-import,premium ice cream,887.0,9.09,0.0,0,,Weis Premium Ice Cream,3.03,66 g (0.5 cup),0.098,22.73
Weis,weis,31.82,0.045,N41497012473,usda-ndb-import,chocolate chip cookie,1013.0,12.12,0.0,0,,Weis Chocolate Chip Cookie Dough,4.55,66 g (0.5 cup),0.106,22.73
Weis Quality,weis-quality,41.18,0.0,N41497025879,usda-ndb-import,dark chocolate almonds,2460.0,44.12,8.8,0,,Weis Quality Dark Chocolate Almonds,11.76,34 g (0.25 cup),0.147,32.35
Weis,weis,26.98,0.016,N41497027545,usda-ndb-import,thin crust pizza,1029.0,10.32,1.6,0,,Weis Supreme Thin Crust Pizza,10.32,126 g (0.2 PIZZA),0.532,3.97
Weis Organics,weis-organics,10.48,0.0,N41497277469,usda-ndb-import,organic pasta sauce,272.0,2.02,3.2,0,,Weis Organics Organic Pasta Sauce,1.61,124 g (0.5 cup),0.331,7.26
Weis,weis,17.86,0.0,N41497522316,usda-ndb-import,roasted salted almonds,2540.0,50.0,10.7,0,,"Weis Pardoe's Perky Peanuts, Inc., Roasted Salted Almonds",21.43,28 g (1 oz),0.304,3.57
Weis Markets  Inc.,weis-markets-inc,57.14,0.0,N41497543199,usda-ndb-import,chewy granola bars,2033.0,22.86,2.9,0,,Weis Markets  Inc. Sweet & Salty Chewy Granola Bars,8.57,35 g (1 BAR),0.4,28.57
Weis Quality,weis-quality,70.97,0.0,N41497556397,usda-ndb-import,baked snack crackers,1891.0,16.13,6.5,0,,Weis Quality Thin Wheat Baked Snack Crackers,6.45,31 g (31 g),0.742,12.9
Fit&Active,fit-active,7.2,0.0,N41498157425,usda-ndb-import,mushroom condensed soup,201.0,1.6,0.8,0,,Fit&Active Cream Of Mushroom Condensed Soup,0.8,125 g (0.5 cup),0.32799999999999996,0.8
"First Street,  Smart & Final Iris Corporation","first-street,smart-final-iris-corporation",50.0,0.0,N41512134272,usda-ndb-import,dark chocolate almonds,2372.0,36.67,6.7,0,,First Street Dark Chocolate Almonds,10.0,30 g (8 PIECES),0.0,40.0
Ahold,ahold,31.11,0.011000000000000001,N41520057167,usda-ndb-import,high protein bar,1582.0,8.89,,0,,Ahold Fitness High Protein Bar,40.0,45 g (1 BAR),0.233,15.56
Ahold,ahold,37.78,0.011000000000000001,N41520058508,usda-ndb-import,high protein bar,1582.0,8.89,2.2,0,,Ahold Fitness High Protein Bar,40.0,45 g (1 BAR),0.511,13.33
Blue Diamond Almonds,blue-diamond-almonds,16.28,0.0,N41570052006,usda-ndb-import,roasted salted almonds,2531.0,55.81,9.3,0,,Blue Diamond Almonds Roasted Salted Almonds,20.93,43 g (1 PACKAGE),0.302,4.65
Husman's,husman-s,46.43,0.0,N41632045007,usda-ndb-import,potato chips original,2389.0,39.29,3.6,0,,"Husman's Crispy & Tasty Potato Chips, Original",7.14,28 g (1 oz),0.75,0.0
"Better Made,  Better Made Snack Foods  Inc.","better-made,better-made-snack-foods-inc",57.14,0.0,N41633063024,usda-ndb-import,potato chips original,2243.0,32.14,3.6,0,,"Better Made Special Lightly Salted Potato Chips, Original",7.14,28 g (22 CHIPS),0.304,0.0
Utz,utz,50.0,0.0,N41780000286,usda-ndb-import,chips salt vinegar,2243.0,32.14,3.6,0,,"Utz Potato Chips, Salt'N Vinegar",7.14,28 g (1 oz),0.9640000000000001,3.57
Utz,utz,50.0,0.0,N41780020277,usda-ndb-import,chips salt vinegar,2243.0,32.14,3.6,0,,"Utz Potato Chips, Salt'N Vinegar",7.14,28 g (1 oz),0.9640000000000001,3.57
"Utz,  Utz Quality Foods  Inc.","utz,utz-quality-foods-inc",50.0,0.0,N41780044914,usda-ndb-import,potato chips original,2243.0,35.71,3.6,0,,"Utz Ripples Potato Chips, Original",7.14,28 g (20 CHIPS | ABOUT),0.33899999999999997,0.0
"Maruchan,  Maruchan  Inc.","maruchan,maruchan-inc",58.14,0.0,N41789002137,usda-ndb-import,ramen noodle soup,1849.0,16.28,2.3,0,,"Maruchan Ramen Noodle Soup, Pork",11.63,43 g (0.5 BLOCK OF NOODLES WITH SEASONING),2.233,2.33
"Maruchan,  Maruchan  Inc.","maruchan,maruchan-inc",60.47,0.0,N41789002465,usda-ndb-import,ramen noodle soup,1849.0,16.28,2.3,0,,"Maruchan Ramen Noodle Soup, Chicken Mushroom",11.63,43 g (43 g),1.953,2.33
Maruchan,maruchan,58.58,0.0,N41789003516,usda-ndb-import,ramen noodle soup,2013.0,23.01,2.1,0,,Maruchan Ramen Noodle Soup,10.46,47.8 g (0.5 CONTAINER),1.9669999999999999,2.09
Great American,great-american,5.31,0.006,N41820810394,usda-ndb-import,chicken noodle soup,155.0,1.02,0.4,0,,Great American Chunky Chicken Noodle Soup,2.04,245 g (1 cup),0.363,0.82
Dean's,dean-s,29.41,0.037000000000000005,N41900047719,usda-ndb-import,chocolate chip cookie,983.0,11.76,0.0,0,,"Dean's Country Fresh, Premium Ice Cream, Chocolate Chip Cookie Dough",2.94,68 g (0.5 cup),0.096,20.59
Trumoo,trumoo,44.78,0.006999999999999999,N41900077617,usda-ndb-import,ice cream sandwiches,937.0,4.48,1.5,0,,Trumoo Chocolate Lowfat Ice Cream Sandwiches,5.97,67 g (67 g),0.239,26.87
Best Yet,best-yet,27.06,0.0,N42187199979,usda-ndb-import,french fried potatoes,736.0,7.06,2.4,0,,Best Yet French Fried Potatoes,2.35,85 g (24 PIECES | ABOUT),0.365,0.0
"Best Yet,  S. M. Flickinger Co.  Inc.","best-yet,s-m-flickinger-co-inc",57.14,0.0,N42187426822,usda-ndb-import,chips salt vinegar,2243.0,32.14,3.6,0,,"Best Yet Potato Chips, Salt & Vinegar",7.14,28 g (17 CHIPS | ABOUT),0.9640000000000001,7.14
Jennie-O Turkey Store  Inc.,jennie-o-turkey-store-inc,1.79,0.045,N42222824446,usda-ndb-import,smoked turkey breast,372.0,1.79,0.0,0,,"Jennie-O Turkey Store  Inc. Lipari Oldtyme, Hickory Smoked Turkey Breast With Natural Smoke Flavor",19.64,56 g (2 ONZ),0.857,1.79
"Jennie-O,  Jennie-O Turkey Store  Inc.","jennie-o,jennie-o-turkey-store-inc",0.0,0.036000000000000004,N42222831741,usda-ndb-import,roasted turkey breast,372.0,0.89,0.0,0,,Jennie-O Oven Roasted Turkey Breast,19.64,56 g (2 ONZ),0.46399999999999997,0.0
"Jennie-O,  Jennie-O Turkey Store  Inc.","jennie-o,jennie-o-turkey-store-inc",0.0,0.045,N42222850520,usda-ndb-import,roasted turkey breast,372.0,1.79,0.0,0,,Jennie-O Pan Roasted Turkey Breast,19.64,56 g (2 ONZ),0.696,0.0
Jennie-O Turkey Store  Inc.,jennie-o-turkey-store-inc,1.79,0.036000000000000004,N42222853934,usda-ndb-import,roasted turkey breast,372.0,0.89,0.0,0,,"Jennie-O Turkey Store  Inc. Lipari Oldtyme, Roasted Turkey Breast",17.86,56 g (2 ONZ),0.821,1.79
"Malt O Meal,  Mom Brands","malt-o-meal,mom-brands",76.67,0.0,N42400227779,usda-ndb-import,peanut butter cups,1812.0,13.33,3.3,0,,"Malt O Meal Sweetened Corn Puff Cereal With Real Peanut Butter And Cocoa, Peanut Butter Cups",6.67,30 g (0.75 cup),0.41700000000000004,43.33
Field Day,field-day,10.4,0.0,N42563600341,usda-ndb-import,organic pasta sauce,234.0,0.8,1.6,0,,"Field Day Organic Pasta Sauce, Roasted Garlic",1.6,125 g (0.5 cup),0.392,6.4
Field Day,field-day,9.6,0.0,N42563600358,usda-ndb-import,organic pasta sauce,201.0,0.8,1.6,0,,"Field Day Organic Pasta Sauce, Traditional Marinara",1.6,125 g (0.5 cup),0.41600000000000004,6.4
"Field Day,  United Natural Foods  Inc.","field-day,united-natural-foods-inc",9.6,0.0,N42563603021,usda-ndb-import,organic pasta sauce,201.0,0.8,1.6,0,,"Field Day Organic Pasta Sauce, Garden Vegetables",0.8,125 g (0.5 cup),0.43200000000000005,6.4
United Natural Foods  Inc.,united-natural-foods-inc,45.0,0.0,N42563603281,usda-ndb-import,fruit nut bar,1987.0,30.0,7.5,0,,United Natural Foods  Inc. Cashew Chia Fruit & Nut Bar,12.5,40 g (1 BAR),0.0,20.0
Cumberland Farms Dairy Inc,cumberland-farms-dairy-inc,58.7,0.005,N42704044737,usda-ndb-import,dark chocolate bar,2046.0,33.7,5.4,0,,Cumberland Farms Dairy Inc Dark Chocolate Bar,4.35,92 g (1 BAR),0.071,45.65
J.S. Krum Inc.,j-s-krum-inc,43.53,0.124,N44261430619,usda-ndb-import,peanut butter cup,2314.0,36.47,2.4,0,,"J.S. Krum Inc. Pearl River, Cheesecake, Mint, Peanut Butter Cup",11.76,85 g (85 GRM),0.294,34.12
Route 11 Potato Chips,route-11-potato-chips,57.14,0.0,N44935000421,usda-ndb-import,chips salt vinegar,2243.0,28.57,3.6,0,,"Route 11 Potato Chips Kettle Cooked Potato Chips, Salt & Vinegar",7.14,28 g (1 oz),0.643,3.57
The Bread Garden  Ltd.,the-bread-garden-ltd,53.12,0.0,N44962801527,usda-ndb-import,hot dog buns,1243.0,3.12,0.0,0,,"The Bread Garden  Ltd. Brenner Brothers, Gourmet Hot Dog Buns",9.38,64 g (0.25 oz),0.516,6.25
Shaw's,shaw-s,45.24,0.0,N45674340397,usda-ndb-import,whole grain bread,1197.0,7.14,11.9,0,,Shaw's Whole Grain Bread,11.9,42 g (1 SLICE),0.381,4.76
John F Martin & Sons Inc,john-f-martin-sons-inc,7.14,0.08900000000000001,N46158871697,usda-ndb-import,cream cheese spread,1197.0,28.57,0.0,0,,"John F Martin & Sons Inc John F. Martin & Sons, Cream Cheese Spread",7.14,28 g (2 Tbsp),0.46399999999999997,3.57
Raley's,raley-s,8.0,0.0,N46567030128,usda-ndb-import,organic pasta sauce,335.0,5.6,2.4,0,,Raley's Organic Pasta Sauce,0.8,125 g (0.5 cup),0.23199999999999998,4.0
Raley's,raley-s,1.79,0.071,N46567030753,usda-ndb-import,albacore tuna in,523.0,1.79,0.0,0,,"Raley's Solid White Albacore, Tuna In Water",28.57,56 g (0.25 cup),0.39299999999999996,0.0
Challenge Dairy Products Inc.,challenge-dairy-products-inc,7.14,0.08900000000000001,N47200137624,usda-ndb-import,cream cheese spread,1343.0,25.0,0.0,0,,"Challenge Dairy Products Inc. Challenge, Cream Cheese Spread, Salsa",17.86,28 g (2 Tbsp),0.429,7.14
Trader Joe's,trader-joe-s,12.15,0.013999999999999999,N479363,usda-ndb-import,chili with beans,406.0,1.82,2.8,0,,Trader Joe's Turkey Chili With Beans,7.69,247 g (8.7 oz),0.324,2.43
Chicken Of The Sea,chicken-of-the-sea,3.57,0.062,N48000000781,usda-ndb-import,sardines in tomato,372.0,1.79,1.8,0,,"Chicken Of The Sea Sardines, In Tomato Sauce",14.29,56 g (2 oz),0.46399999999999997,1.79
Nice!,nice,46.51,0.0,N49022721227,usda-ndb-import,hot dog buns,1071.0,3.49,0.0,0,,Nice! Hot Dog Buns,9.3,43 g (1 BUN),0.442,4.65
Our Speciality,our-speciality,71.05,0.026000000000000002,N49800124486,usda-ndb-import,frosted sugar cookies,1870.0,15.79,0.0,0,,Our Speciality Frosted Sugar Cookies,5.26,38 g (1 COOKIE),0.25,44.74
Our Speciality,our-speciality,71.05,0.026000000000000002,N49800124554,usda-ndb-import,frosted sugar cookies,1870.0,15.79,0.0,0,,Our Speciality Frosted Sugar Cookies,5.26,38 g (1 COOKIE),0.25,44.74
Earthgrains Baking Companies  Inc.,earthgrains-baking-companies-inc,53.49,0.0,N50400764040,usda-ndb-import,hot dog buns,1167.0,3.49,2.3,0,,"Earthgrains Baking Companies  Inc. Colonial, Hot Dog Buns, Honey",9.3,43 g (43 g),0.535,6.98
Gold Emblem Abound,gold-emblem-abound,21.43,0.0,N50428408049,usda-ndb-import,dry roasted peanuts,2389.0,50.0,7.1,0,,Gold Emblem Abound Unsalted Dry Roasted Peanuts,25.0,28 g (40 PIECES | ABOUT),0.0,3.57
Gold Emblem,gold-emblem,28.57,0.0,N50428482063,usda-ndb-import,honey roasted peanuts,2389.0,45.24,7.1,0,,Gold Emblem Honey Roasted Peanuts,23.81,42 g (1 PACKAGE),0.298,19.05
Klosterman,klosterman,48.89,0.0,N51721002286,usda-ndb-import,hot dog buns,1117.0,3.33,2.2,0,,Klosterman Honey Hot Dog Buns,8.89,45 g (1 BUN),0.444,4.44
Land O'Frost,land-o-frost,5.36,0.054000000000000006,N51900020025,usda-ndb-import,roasted turkey breast,523.0,0.89,,0,,Land O'Frost Honey Roasted Turkey Breast,23.21,56 g (2 oz),0.679,3.57
Kaskey's,kaskey-s,8.0,0.0,N51933034402,usda-ndb-import,mushroom condensed soup,335.0,4.8,1.6,0,,Kaskey's Cream Of Mushroom Condensed Soup,1.6,125 g (0.5 cup),0.64,0.8
The Moran Group Incorporated,the-moran-group-incorporated,50.0,0.0,N51933051324,usda-ndb-import,honey roasted peanuts,2092.0,32.14,3.6,0,,"The Moran Group Incorporated J. Higgs, Honey Roasted Peanuts",14.29,28 g (1 ONZ),0.125,39.29
Kaskey's,kaskey-s,5.31,0.008,N51933129559,usda-ndb-import,chicken noodle soup,172.0,0.82,0.4,0,,Kaskey's Chunky Chicken Noodle Soup,2.86,245 g (1 cup),0.196,0.82
So-Cheezy,so-cheezy,74.29,0.0,N51933340770,usda-ndb-import,macaroni cheese dinner,1494.0,1.43,2.9,0,,So-Cheezy Dinosaurs & Cheese Macaroni & Cheese Dinner,11.43,70 g (0.5 BOX | ABOUT),0.871,4.29
California Girl,california-girl,3.57,0.08,N52391851518,usda-ndb-import,sardines in tomato,598.0,7.14,1.8,0,,California Girl Sardines In Tomato Sauce,14.29,56 g (2 oz),0.179,0.0
7-Eleven  Inc.,7-eleven-inc,45.24,0.012,N52548566302,usda-ndb-import,peanut butter cup,2489.0,40.48,4.8,0,,7-Eleven  Inc. Colossal Peanut Butter Cup,11.9,42 g (0.5 PEANUT BUTTER CUP),0.11900000000000001,38.1
Pacific,pacific,4.92,0.006,N52603054942,usda-ndb-import,chicken noodle soup,138.0,0.61,0.4,0,,Pacific Organic Chicken Noodle Soup,2.05,244 g (1 cup),0.18899999999999997,0.41
Pacific,pacific,18.25,0.0,N52603094795,usda-ndb-import,refried black beans,431.0,1.19,5.6,0,,Pacific Refried Black Beans Vegetarian,5.56,126 g (0.5 cup),0.23800000000000002,3.97
Fannie May,fannie-may,48.84,0.0,N52745728381,usda-ndb-import,dark chocolate bar,2042.0,39.53,9.3,0,,"Fannie May 70% Dark Chocolate Bar, Sea Salt",6.98,43 g (43 g),0.37200000000000005,30.23
Dr. Oetker,dr-oetker,23.89,0.027000000000000003,N58336180071,usda-ndb-import,thin crust pizza,1109.0,14.16,1.8,0,,"Dr. Oetker Pizza Quattro Formaggi, Thin Crust Pizza With Mozzarella, Edam, Emmental, Blue Cheese",10.62,113 g (113 g),0.442,1.77
Always Save,always-save,7.2,0.0,N70038343653,usda-ndb-import,mushroom condensed soup,234.0,2.4,0.8,0,,Always Save Cream Of Mushroom Condensed Soup,1.6,125 g (0.5 cup),0.664,0.0
"Marzetti,  T. Marzetti Company","marzetti,t-marzetti-company",16.67,0.05,N70200500228,usda-ndb-import,thousand island dressing,2092.0,50.0,0.0,0,,Marzetti Thousand Island Dressing,0.0,30 g (2 Tbsp),0.833,13.33
Marzetti,marzetti,16.13,0.048,N70200550544,usda-ndb-import,thousand island dressing,1753.0,38.71,0.0,0,,"Marzetti Simply Dressed, Thousand Island Dressing",0.0,31 g (2 Tbsp),0.8059999999999999,12.9
Victoria,victoria,5.93,0.008,N70234016009,usda-ndb-import,italian style meatballs,427.0,6.78,0.8,0,,Victoria Italian Style Meatballs In Sauce,4.24,118 g (0.5 cup),0.466,3.39
Carando,carando,1.77,0.066,N70247178114,usda-ndb-import,italian style meatballs,1222.0,23.89,0.0,0,,Carando Italian Style Meatballs,16.81,113 g (3 MEATBALLS),0.628,0.0
Winco Food,winco-food,53.57,0.0,N70552501430,usda-ndb-import,wavy potato chips,2389.0,39.29,3.6,0,,Winco Food Wavy Potato Chips,3.57,28 g (22 CHIPS | ABOUT),0.48200000000000004,3.57
